algorithm,noise,cr
Discrete Bayesian,96,1.71
Discrete Bayesian,96,1.15
Discrete Bayesian,96,1.0
Discrete Bayesian,96,2.66
Discrete Bayesian,96,1.0
Discrete Bayesian,96,1.0
Discrete Bayesian,96,1.0
Discrete Bayesian,96,1.74
Discrete Bayesian,96,1.0
Discrete Bayesian,96,1.0
Discrete Bayesian,96,1.0
Discrete Bayesian,96,1.0
Discrete Bayesian,96,1.0
Discrete Bayesian,96,1.71
Discrete Bayesian,96,2.38
Discrete Bayesian,96,2.23
Discrete Bayesian,96,1.0
Discrete Bayesian,96,1.0
Discrete Bayesian,96,1.86
Discrete Bayesian,96,1.0
Discrete Bayesian,96,1.62
Discrete Bayesian,96,1.0
Discrete Bayesian,96,1.0
Discrete Bayesian,96,1.39
Discrete Bayesian,96,2.31
Discrete Bayesian,96,1.97
Discrete Bayesian,96,1.0
Discrete Bayesian,96,1.0
Discrete Bayesian,98,2.73
Discrete Bayesian,98,2.45
Discrete Bayesian,98,2.73
Discrete Bayesian,98,1.0
Discrete Bayesian,98,1.0
Discrete Bayesian,98,2.15
Discrete Bayesian,98,1.0
Discrete Bayesian,98,1.0
Discrete Bayesian,98,1.0
Discrete Bayesian,98,1.0
Discrete Bayesian,98,1.0
Discrete Bayesian,98,1.0
Discrete Bayesian,98,1.0
Discrete Bayesian,98,1.0
Discrete Bayesian,98,1.0
Discrete Bayesian,98,1.0
Discrete Bayesian,98,1.0
Discrete Bayesian,98,1.26
Discrete Bayesian,98,1.06
Discrete Bayesian,98,1.0
Discrete Bayesian,98,1.0
Discrete Bayesian,98,1.0
Discrete Bayesian,98,1.23
Discrete Bayesian,98,1.0
Discrete Bayesian,98,2.31
Discrete Bayesian,98,2.42
Discrete Bayesian,98,1.64
Discrete Bayesian,98,1.0
Discrete Bayesian,98,1.0
Discrete Bayesian,98,1.0
Discrete Bayesian,98,1.0
Discrete Bayesian,98,1.0
Discrete Bayesian,98,2.63
Discrete Bayesian,98,1.04
Discrete Bayesian,98,2.69
Discrete Bayesian,98,1.0
Discrete Bayesian,98,2.25
Discrete Bayesian,98,1.0
Discrete Bayesian,98,2.64
Discrete Bayesian,98,2.39
Discrete Bayesian,98,2.29
Discrete Bayesian,98,2.72
Discrete Bayesian,98,1.0
Discrete Bayesian,98,1.0
Discrete Bayesian,98,1.0
Discrete Bayesian,98,1.78
Discrete Bayesian,98,1.0
Discrete Bayesian,98,1.0
Discrete Bayesian,98,1.17
Discrete Bayesian,98,2.24
Discrete Bayesian,98,1.0
Discrete Bayesian,98,1.0
Discrete Bayesian,98,1.0
Discrete Bayesian,98,1.0
Discrete Bayesian,98,2.69
Discrete Bayesian,98,1.0
Discrete Bayesian,98,1.0
Discrete Bayesian,98,1.0
Discrete Bayesian,98,1.5
Discrete Bayesian,98,1.0
Discrete Bayesian,98,1.0
Discrete Bayesian,98,1.0
Discrete Bayesian,98,1.93
Discrete Bayesian,98,1.0
Discrete Bayesian,98,1.0
Discrete Bayesian,98,1.91
Discrete Bayesian,98,1.18
Discrete Bayesian,98,1.0
Discrete Bayesian,98,1.0
Discrete Bayesian,98,1.0
Discrete Bayesian,98,1.0
Discrete Bayesian,98,1.73
Discrete Bayesian,98,1.0
Discrete Bayesian,98,1.0
Discrete Bayesian,98,1.0
Discrete Bayesian,98,1.78
Discrete Bayesian,98,1.0
Discrete Bayesian,98,2.17
Discrete Bayesian,98,1.04
Discrete Bayesian,98,2.05
Discrete Bayesian,98,1.0
Discrete Bayesian,98,1.0
Discrete Bayesian,98,2.54
Discrete Bayesian,98,1.0
Discrete Bayesian,98,1.69
Discrete Bayesian,98,2.04
Discrete Bayesian,98,1.0
Discrete Bayesian,98,1.0
Discrete Bayesian,98,1.8
Discrete Bayesian,98,1.0
Discrete Bayesian,98,1.0
Discrete Bayesian,98,1.0
Discrete Bayesian,98,1.0
Discrete Bayesian,98,1.0
Discrete Bayesian,98,1.0
Discrete Bayesian,98,1.0
Discrete Bayesian,98,2.01
Discrete Bayesian,98,1.0
Discrete Bayesian,98,2.44
Discrete Bayesian,98,1.0
Discrete Bayesian,98,1.0
Discrete Bayesian,98,2.83
Discrete Bayesian,98,1.0
Discrete Bayesian,98,1.0
Discrete Bayesian,98,2.62
Discrete Bayesian,98,1.0
Discrete Bayesian,98,1.0
Discrete Bayesian,98,1.71
Discrete Bayesian,98,1.83
Discrete Bayesian,98,1.0
Discrete Bayesian,98,1.42
Discrete Bayesian,98,2.0
Discrete Bayesian,98,1.0
Discrete Bayesian,98,1.35
Discrete Bayesian,98,1.0
Discrete Bayesian,98,1.0
Discrete Bayesian,98,1.94
Discrete Bayesian,98,2.15
Discrete Bayesian,98,1.0
Discrete Bayesian,98,1.0
Discrete Bayesian,98,1.0
Discrete Bayesian,98,1.0
Discrete Bayesian,98,1.0
Discrete Bayesian,98,1.01
Discrete Bayesian,98,1.0
Discrete Bayesian,98,1.78
Discrete Bayesian,98,1.0
Discrete Bayesian,98,1.68
Discrete Bayesian,98,2.15
Discrete Bayesian,98,1.29
Discrete Bayesian,98,2.09
Discrete Bayesian,98,2.58
Discrete Bayesian,98,1.0
Discrete Bayesian,98,1.0
Discrete Bayesian,98,1.0
Discrete Bayesian,98,1.0
Discrete Bayesian,98,1.0
Discrete Bayesian,98,1.0
Discrete Bayesian,98,1.0
Discrete Bayesian,98,2.83
Discrete Bayesian,98,1.0
Discrete Bayesian,98,1.5
Discrete Bayesian,98,1.0
Discrete Bayesian,98,1.0
Discrete Bayesian,98,1.0
Discrete Bayesian,98,1.0
Discrete Bayesian,98,2.5
Discrete Bayesian,98,1.54
Discrete Bayesian,98,1.22
Discrete Bayesian,98,1.0
Discrete Bayesian,98,1.0
Discrete Bayesian,98,1.0
Discrete Bayesian,98,1.9
Discrete Bayesian,98,1.92
Discrete Bayesian,98,1.37
Discrete Bayesian,98,2.05
Discrete Bayesian,98,1.4
Discrete Bayesian,98,1.0
Discrete Bayesian,98,2.65
Discrete Bayesian,98,1.0
Discrete Bayesian,98,1.26
Discrete Bayesian,98,1.0
Discrete Bayesian,98,1.64
Discrete Bayesian,98,1.0
Discrete Bayesian,98,1.0
Discrete Bayesian,98,2.81
Discrete Bayesian,98,1.0
Discrete Bayesian,98,1.0
Discrete Bayesian,98,1.0
Discrete Bayesian,98,2.14
Discrete Bayesian,98,1.0
Discrete Bayesian,98,1.3
Discrete Bayesian,98,1.0
Discrete Bayesian,98,1.0
Discrete Bayesian,98,2.49
Discrete Bayesian,98,1.0
Discrete Bayesian,98,2.05
Discrete Bayesian,98,1.0
Discrete Bayesian,98,1.11
Discrete Bayesian,98,1.0
Discrete Bayesian,98,1.3
Discrete Bayesian,98,1.15
Discrete Bayesian,98,1.0
Discrete Bayesian,98,2.29
Discrete Bayesian,98,1.0
Discrete Bayesian,98,1.0
Discrete Bayesian,98,1.0
Discrete Bayesian,98,1.58
Discrete Bayesian,98,1.1
Discrete Bayesian,98,1.64
Discrete Bayesian,98,1.0
Discrete Bayesian,98,1.0
Discrete Bayesian,98,1.0
Discrete Bayesian,98,1.0
Discrete Bayesian,98,2.78
Discrete Bayesian,98,1.0
Discrete Bayesian,98,1.0
Discrete Bayesian,98,1.0
Discrete Bayesian,98,1.0
Discrete Bayesian,98,1.07
Discrete Bayesian,100,1.0
Discrete Bayesian,100,1.0
Discrete Bayesian,100,2.24
Discrete Bayesian,100,2.07
Discrete Bayesian,100,1.0
Discrete Bayesian,100,1.0
Discrete Bayesian,100,1.0
Discrete Bayesian,100,2.85
Discrete Bayesian,100,1.0
Discrete Bayesian,100,1.97
Discrete Bayesian,100,1.84
Discrete Bayesian,100,1.0
Discrete Bayesian,100,2.19
Discrete Bayesian,100,2.89
Discrete Bayesian,100,1.0
Discrete Bayesian,100,1.67
Discrete Bayesian,100,1.0
Discrete Bayesian,100,1.0
Discrete Bayesian,100,1.0
Discrete Bayesian,100,1.29
Discrete Bayesian,100,1.0
Discrete Bayesian,100,2.21
Discrete Bayesian,100,1.0
Discrete Bayesian,100,2.11
Discrete Bayesian,100,1.91
Discrete Bayesian,100,2.22
Discrete Bayesian,100,1.0
Discrete Bayesian,100,1.0
Discrete Bayesian,100,1.0
Discrete Bayesian,100,1.0
Discrete Bayesian,100,2.1
Discrete Bayesian,100,2.09
Discrete Bayesian,100,2.49
Discrete Bayesian,100,1.0
Discrete Bayesian,100,1.71
Discrete Bayesian,100,2.8
Discrete Bayesian,100,2.03
Discrete Bayesian,100,1.0
Discrete Bayesian,100,1.54
Discrete Bayesian,100,1.0
Discrete Bayesian,100,1.0
Discrete Bayesian,100,1.0
Discrete Bayesian,100,1.68
Discrete Bayesian,100,1.0
Discrete Bayesian,100,2.45
Discrete Bayesian,100,1.64
Discrete Bayesian,100,1.0
Discrete Bayesian,100,1.0
Discrete Bayesian,100,1.85
Discrete Bayesian,100,2.8
Discrete Bayesian,100,1.45
Discrete Bayesian,100,1.39
Discrete Bayesian,100,1.0
Discrete Bayesian,100,1.0
Discrete Bayesian,100,1.0
Discrete Bayesian,100,1.52
Discrete Bayesian,100,1.0
Discrete Bayesian,100,2.36
Discrete Bayesian,100,1.0
Discrete Bayesian,100,1.6
Discrete Bayesian,100,1.0
Discrete Bayesian,100,1.0
Discrete Bayesian,100,1.0
Discrete Bayesian,100,1.0
Discrete Bayesian,100,1.0
Discrete Bayesian,100,1.0
Discrete Bayesian,100,1.23
Discrete Bayesian,100,1.0
Discrete Bayesian,100,1.0
Discrete Bayesian,100,1.0
Discrete Bayesian,100,1.0
Discrete Bayesian,100,1.25
Discrete Bayesian,100,1.0
Discrete Bayesian,100,1.0
Discrete Bayesian,100,1.0
Discrete Bayesian,100,1.0
Discrete Bayesian,100,2.11
Discrete Bayesian,100,2.35
Discrete Bayesian,100,1.98
Discrete Bayesian,100,1.0
Discrete Bayesian,100,1.0
Discrete Bayesian,100,1.82
Discrete Bayesian,100,2.5
Discrete Bayesian,100,1.0
Discrete Bayesian,100,1.0
Discrete Bayesian,100,2.24
Discrete Bayesian,100,1.0
Discrete Bayesian,100,2.47
Discrete Bayesian,100,1.0
Discrete Bayesian,100,1.7
Discrete Bayesian,100,1.0
Discrete Bayesian,100,1.0
Discrete Bayesian,100,2.37
Discrete Bayesian,100,2.66
Discrete Bayesian,100,1.0
Discrete Bayesian,100,1.0
Discrete Bayesian,100,1.0
Discrete Bayesian,100,1.0
Discrete Bayesian,100,1.0
Discrete Bayesian,100,1.0
Discrete Bayesian,100,1.0
Discrete Bayesian,100,1.0
Discrete Bayesian,100,2.15
Discrete Bayesian,100,1.0
Discrete Bayesian,100,1.0
Discrete Bayesian,100,1.13
Discrete Bayesian,100,1.0
Discrete Bayesian,100,1.79
Discrete Bayesian,100,1.39
Discrete Bayesian,100,2.77
Discrete Bayesian,100,1.0
Discrete Bayesian,100,1.0
Discrete Bayesian,100,1.0
Discrete Bayesian,100,1.08
Discrete Bayesian,100,1.49
Discrete Bayesian,100,2.4
Discrete Bayesian,100,2.38
Discrete Bayesian,100,1.0
Discrete Bayesian,100,1.09
Discrete Bayesian,100,1.0
Discrete Bayesian,100,2.67
Discrete Bayesian,100,1.0
Discrete Bayesian,100,1.0
Discrete Bayesian,100,2.28
Discrete Bayesian,100,1.0
Discrete Bayesian,100,1.98
Discrete Bayesian,100,1.0
Discrete Bayesian,100,1.0
Discrete Bayesian,100,1.0
Discrete Bayesian,100,1.51
Discrete Bayesian,100,1.0
Discrete Bayesian,100,1.0
Discrete Bayesian,100,1.0
Discrete Bayesian,100,1.0
Discrete Bayesian,100,1.0
Discrete Bayesian,100,1.96
Discrete Bayesian,100,1.0
Discrete Bayesian,100,1.0
Discrete Bayesian,100,1.0
Discrete Bayesian,100,1.39
Discrete Bayesian,100,2.11
Discrete Bayesian,100,1.0
Discrete Bayesian,100,1.0
Discrete Bayesian,100,1.0
Discrete Bayesian,100,1.0
Discrete Bayesian,100,2.54
Discrete Bayesian,100,1.0
Discrete Bayesian,100,2.68
Discrete Bayesian,100,1.0
Discrete Bayesian,100,1.36
Discrete Bayesian,100,1.0
Discrete Bayesian,100,1.0
Discrete Bayesian,100,1.66
Discrete Bayesian,100,1.0
Discrete Bayesian,100,1.0
Discrete Bayesian,100,1.0
Discrete Bayesian,100,1.0
Discrete Bayesian,100,1.0
Discrete Bayesian,100,1.0
Discrete Bayesian,100,1.78
Discrete Bayesian,100,1.0
Discrete Bayesian,100,1.49
Discrete Bayesian,100,1.0
Discrete Bayesian,100,2.47
Discrete Bayesian,100,1.0
Discrete Bayesian,100,2.28
Discrete Bayesian,100,2.62
Discrete Bayesian,100,2.49
Discrete Bayesian,100,2.33
Discrete Bayesian,100,2.69
Discrete Bayesian,100,2.25
Discrete Bayesian,100,2.01
Discrete Bayesian,100,2.65
Discrete Bayesian,100,1.0
Discrete Bayesian,100,2.01
Discrete Bayesian,100,2.34
Discrete Bayesian,100,1.0
Discrete Bayesian,100,1.42
Discrete Bayesian,100,2.72
Discrete Bayesian,100,1.0
Discrete Bayesian,100,1.0
Discrete Bayesian,100,1.26
Discrete Bayesian,100,2.2
Discrete Bayesian,100,1.0
Discrete Bayesian,100,2.67
Discrete Bayesian,100,1.0
Discrete Bayesian,100,1.1
Discrete Bayesian,100,1.0
Discrete Bayesian,100,1.0
Discrete Bayesian,100,1.59
Discrete Bayesian,100,2.21
Discrete Bayesian,100,1.0
Discrete Bayesian,100,1.0
Discrete Bayesian,100,1.0
Discrete Bayesian,100,1.18
Discrete Bayesian,100,1.59
Discrete Bayesian,100,1.0
Discrete Bayesian,100,1.0
Discrete Bayesian,100,2.81
Discrete Bayesian,100,1.0
Classical Deterministic,0,1.0
Classical Deterministic,0,1.99
Classical Deterministic,0,1.99
Classical Deterministic,0,1.99
Classical Deterministic,0,1.99
Classical Deterministic,0,1.0
Classical Deterministic,0,1.0
Classical Deterministic,0,1.99
Classical Deterministic,0,1.99
Classical Deterministic,0,1.99
Classical Deterministic,0,1.99
Classical Deterministic,0,1.0
Classical Deterministic,0,1.0
Classical Deterministic,0,1.99
Classical Deterministic,0,1.99
Classical Deterministic,0,1.0
Classical Deterministic,0,1.0
Classical Deterministic,0,1.99
Classical Deterministic,0,1.99
Classical Deterministic,0,1.99
Classical Deterministic,0,1.99
Classical Deterministic,0,1.0
Classical Deterministic,0,1.0
Classical Deterministic,0,1.99
Classical Deterministic,0,1.99
Classical Deterministic,0,1.0
Classical Deterministic,0,1.0
Classical Deterministic,0,1.0
Classical Deterministic,0,1.99
Classical Deterministic,0,1.99
Classical Deterministic,0,1.0
Classical Deterministic,0,1.0
Classical Deterministic,0,1.99
Classical Deterministic,0,1.0
Classical Deterministic,0,1.99
Classical Deterministic,0,1.99
Classical Deterministic,0,1.99
Classical Deterministic,0,1.99
Classical Deterministic,0,1.99
Classical Deterministic,0,1.99
Classical Deterministic,0,1.99
Classical Deterministic,0,1.99
Classical Deterministic,0,1.99
Classical Deterministic,0,1.99
Classical Deterministic,0,1.99
Classical Deterministic,0,1.99
Classical Deterministic,0,1.99
Classical Deterministic,0,1.99
Classical Deterministic,0,1.0
Classical Deterministic,0,1.99
Classical Deterministic,0,1.99
Classical Deterministic,0,1.99
Classical Deterministic,0,1.99
Classical Deterministic,0,1.0
Classical Deterministic,0,1.99
Classical Deterministic,0,1.99
Classical Deterministic,0,1.99
Classical Deterministic,0,1.99
Classical Deterministic,0,1.0
Classical Deterministic,0,1.99
Classical Deterministic,0,1.99
Classical Deterministic,0,1.0
Classical Deterministic,0,1.99
Classical Deterministic,0,1.99
Classical Deterministic,0,1.99
Classical Deterministic,0,1.99
Classical Deterministic,0,1.99
Classical Deterministic,0,1.0
Classical Deterministic,0,1.99
Classical Deterministic,0,1.0
Classical Deterministic,0,1.99
Classical Deterministic,0,1.0
Classical Deterministic,0,1.0
Classical Deterministic,0,1.99
Classical Deterministic,0,1.99
Classical Deterministic,0,1.99
Classical Deterministic,0,1.99
Classical Deterministic,0,1.0
Classical Deterministic,0,1.99
Classical Deterministic,0,1.99
Classical Deterministic,0,1.99
Classical Deterministic,0,1.99
Classical Deterministic,0,1.0
Classical Deterministic,0,1.99
Classical Deterministic,0,1.99
Classical Deterministic,0,1.99
Classical Deterministic,0,1.99
Classical Deterministic,0,1.99
Classical Deterministic,0,1.99
Classical Deterministic,0,1.99
Classical Deterministic,0,1.99
Classical Deterministic,0,1.99
Classical Deterministic,0,1.99
Classical Deterministic,0,1.99
Classical Deterministic,0,1.99
Classical Deterministic,0,1.0
Classical Deterministic,0,1.99
Classical Deterministic,0,1.99
Classical Deterministic,0,1.99
Classical Deterministic,0,1.0
Classical Deterministic,0,1.0
Classical Deterministic,0,1.99
Classical Deterministic,0,1.99
Classical Deterministic,0,1.0
Classical Deterministic,0,1.99
Classical Deterministic,0,1.99
Classical Deterministic,0,1.99
Classical Deterministic,0,1.99
Classical Deterministic,0,1.99
Classical Deterministic,0,1.99
Classical Deterministic,0,1.99
Classical Deterministic,0,1.99
Classical Deterministic,0,1.99
Classical Deterministic,0,1.99
Classical Deterministic,0,1.99
Classical Deterministic,0,1.99
Classical Deterministic,0,1.99
Classical Deterministic,0,1.99
Classical Deterministic,0,1.99
Classical Deterministic,0,1.99
Classical Deterministic,0,1.0
Classical Deterministic,0,1.99
Classical Deterministic,0,1.99
Classical Deterministic,0,1.99
Classical Deterministic,0,1.0
Classical Deterministic,0,1.0
Classical Deterministic,0,1.99
Classical Deterministic,0,1.99
Classical Deterministic,0,1.0
Classical Deterministic,0,1.99
Classical Deterministic,0,1.99
Classical Deterministic,0,1.0
Classical Deterministic,0,1.99
Classical Deterministic,0,1.99
Classical Deterministic,0,1.99
Classical Deterministic,0,1.99
Classical Deterministic,0,1.99
Classical Deterministic,0,1.99
Classical Deterministic,0,1.99
Classical Deterministic,0,1.99
Classical Deterministic,0,1.99
Classical Deterministic,0,1.99
Classical Deterministic,0,1.0
Classical Deterministic,0,1.99
Classical Deterministic,0,1.99
Classical Deterministic,0,1.0
Classical Deterministic,0,1.99
Classical Deterministic,0,1.99
Classical Deterministic,0,1.99
Classical Deterministic,0,1.0
Classical Deterministic,0,1.99
Classical Deterministic,0,1.99
Classical Deterministic,0,1.99
Classical Deterministic,0,1.99
Classical Deterministic,0,1.0
Classical Deterministic,0,1.99
Classical Deterministic,0,1.99
Classical Deterministic,0,1.99
Classical Deterministic,0,1.0
Classical Deterministic,0,1.99
Classical Deterministic,0,1.99
Classical Deterministic,0,1.99
Classical Deterministic,0,1.99
Classical Deterministic,0,1.99
Classical Deterministic,0,1.99
Classical Deterministic,0,1.99
Classical Deterministic,0,1.99
Classical Deterministic,0,1.99
Classical Deterministic,0,1.99
Classical Deterministic,0,1.0
Classical Deterministic,0,1.0
Classical Deterministic,0,1.0
Classical Deterministic,0,1.99
Classical Deterministic,0,1.99
Classical Deterministic,0,1.0
Classical Deterministic,0,1.99
Classical Deterministic,0,1.99
Classical Deterministic,0,1.99
Classical Deterministic,0,1.99
Classical Deterministic,0,1.99
Classical Deterministic,0,1.99
Classical Deterministic,0,1.0
Classical Deterministic,0,1.99
Classical Deterministic,0,1.99
Classical Deterministic,0,1.99
Classical Deterministic,0,1.99
Classical Deterministic,0,1.99
Classical Deterministic,0,1.0
Classical Deterministic,0,1.99
Classical Deterministic,0,1.0
Classical Deterministic,0,1.0
Classical Deterministic,0,1.99
Classical Deterministic,0,1.99
Classical Deterministic,0,1.99
Classical Deterministic,0,1.99
Classical Deterministic,0,1.99
Classical Deterministic,0,1.99
Classical Deterministic,0,1.0
Classical Deterministic,0,1.99
Classical Deterministic,0,1.99
Classical Deterministic,2,1.0
Classical Deterministic,2,1.0
Classical Deterministic,2,1.99
Classical Deterministic,2,1.99
Classical Deterministic,2,1.99
Classical Deterministic,2,1.99
Classical Deterministic,2,1.99
Classical Deterministic,2,1.99
Classical Deterministic,2,1.0
Classical Deterministic,2,1.0
Classical Deterministic,2,1.99
Classical Deterministic,2,1.99
Classical Deterministic,2,1.99
Classical Deterministic,2,1.99
Classical Deterministic,2,1.0
Classical Deterministic,2,1.99
Classical Deterministic,2,1.0
Classical Deterministic,2,1.99
Classical Deterministic,2,1.0
Classical Deterministic,2,1.99
Classical Deterministic,2,1.99
Classical Deterministic,2,1.0
Classical Deterministic,2,1.99
Classical Deterministic,2,1.99
Classical Deterministic,2,1.99
Classical Deterministic,2,1.0
Classical Deterministic,2,1.99
Classical Deterministic,2,1.99
Classical Deterministic,2,1.0
Classical Deterministic,2,1.99
Classical Deterministic,2,1.99
Classical Deterministic,2,1.99
Classical Deterministic,2,1.99
Classical Deterministic,2,1.99
Classical Deterministic,2,1.0
Classical Deterministic,2,1.99
Classical Deterministic,2,1.99
Classical Deterministic,2,1.0
Classical Deterministic,2,1.99
Classical Deterministic,2,1.99
Classical Deterministic,2,1.99
Classical Deterministic,2,1.99
Classical Deterministic,2,1.99
Classical Deterministic,2,1.99
Classical Deterministic,2,1.99
Classical Deterministic,2,1.0
Classical Deterministic,2,1.0
Classical Deterministic,2,1.99
Classical Deterministic,2,1.99
Classical Deterministic,2,1.99
Classical Deterministic,2,1.99
Classical Deterministic,2,1.0
Classical Deterministic,2,1.99
Classical Deterministic,2,1.99
Classical Deterministic,2,1.99
Classical Deterministic,2,1.99
Classical Deterministic,2,1.99
Classical Deterministic,2,1.99
Classical Deterministic,2,1.99
Classical Deterministic,2,1.99
Classical Deterministic,2,1.99
Classical Deterministic,2,1.99
Classical Deterministic,2,1.0
Classical Deterministic,2,1.99
Classical Deterministic,2,1.0
Classical Deterministic,2,1.99
Classical Deterministic,2,1.99
Classical Deterministic,2,1.99
Classical Deterministic,2,1.99
Classical Deterministic,2,1.99
Classical Deterministic,2,1.99
Classical Deterministic,2,1.99
Classical Deterministic,2,1.0
Classical Deterministic,2,1.99
Classical Deterministic,2,1.99
Classical Deterministic,2,1.99
Classical Deterministic,2,1.0
Classical Deterministic,2,1.99
Classical Deterministic,2,1.0
Classical Deterministic,2,1.99
Classical Deterministic,2,1.99
Classical Deterministic,2,1.99
Classical Deterministic,2,1.0
Classical Deterministic,2,1.99
Classical Deterministic,2,1.99
Classical Deterministic,2,1.99
Classical Deterministic,2,1.99
Classical Deterministic,2,1.99
Classical Deterministic,2,1.99
Classical Deterministic,2,1.0
Classical Deterministic,2,1.99
Classical Deterministic,2,1.99
Classical Deterministic,2,1.99
Classical Deterministic,2,1.99
Classical Deterministic,2,1.99
Classical Deterministic,2,1.99
Classical Deterministic,2,1.0
Classical Deterministic,2,1.99
Classical Deterministic,2,1.99
Classical Deterministic,2,1.99
Classical Deterministic,2,1.0
Classical Deterministic,2,1.99
Classical Deterministic,2,1.99
Classical Deterministic,2,1.99
Classical Deterministic,2,1.0
Classical Deterministic,2,1.99
Classical Deterministic,2,1.99
Classical Deterministic,2,1.99
Classical Deterministic,2,1.99
Classical Deterministic,2,1.99
Classical Deterministic,2,1.99
Classical Deterministic,2,1.99
Classical Deterministic,2,1.99
Classical Deterministic,2,1.0
Classical Deterministic,2,1.0
Classical Deterministic,2,1.0
Classical Deterministic,2,1.99
Classical Deterministic,2,1.99
Classical Deterministic,2,1.99
Classical Deterministic,2,1.99
Classical Deterministic,2,1.99
Classical Deterministic,2,1.99
Classical Deterministic,2,1.0
Classical Deterministic,2,1.99
Classical Deterministic,2,1.99
Classical Deterministic,2,1.99
Classical Deterministic,2,1.0
Classical Deterministic,2,1.99
Classical Deterministic,2,1.99
Classical Deterministic,2,1.99
Classical Deterministic,2,1.99
Classical Deterministic,2,1.99
Classical Deterministic,2,1.99
Classical Deterministic,2,1.99
Classical Deterministic,2,1.99
Classical Deterministic,2,1.0
Classical Deterministic,2,1.99
Classical Deterministic,2,1.99
Classical Deterministic,2,1.99
Classical Deterministic,2,1.99
Classical Deterministic,2,1.0
Classical Deterministic,2,1.0
Classical Deterministic,2,1.99
Classical Deterministic,2,1.99
Classical Deterministic,2,1.0
Classical Deterministic,2,1.99
Classical Deterministic,2,1.99
Classical Deterministic,2,1.99
Classical Deterministic,2,1.0
Classical Deterministic,2,1.99
Classical Deterministic,2,1.99
Classical Deterministic,2,1.0
Classical Deterministic,2,1.99
Classical Deterministic,2,1.99
Classical Deterministic,2,1.99
Classical Deterministic,2,1.99
Classical Deterministic,2,1.0
Classical Deterministic,2,1.99
Classical Deterministic,2,1.99
Classical Deterministic,2,1.99
Classical Deterministic,2,1.99
Classical Deterministic,2,1.99
Classical Deterministic,2,1.99
Classical Deterministic,2,1.99
Classical Deterministic,2,1.99
Classical Deterministic,2,1.99
Classical Deterministic,2,1.99
Classical Deterministic,2,1.99
Classical Deterministic,2,1.99
Classical Deterministic,2,1.99
Classical Deterministic,2,1.99
Classical Deterministic,2,1.99
Classical Deterministic,2,1.99
Classical Deterministic,2,1.99
Classical Deterministic,2,1.99
Classical Deterministic,2,1.99
Classical Deterministic,2,1.99
Classical Deterministic,2,1.99
Classical Deterministic,2,1.0
Classical Deterministic,2,1.0
Classical Deterministic,2,1.99
Classical Deterministic,2,1.0
Classical Deterministic,2,1.99
Classical Deterministic,2,1.0
Classical Deterministic,2,1.0
Classical Deterministic,2,1.99
Classical Deterministic,2,1.0
Classical Deterministic,2,1.99
Classical Deterministic,2,1.0
Classical Deterministic,2,1.99
Classical Deterministic,2,1.99
Classical Deterministic,2,1.99
Classical Deterministic,2,1.99
Classical Deterministic,2,1.0
Classical Deterministic,2,1.99
Classical Deterministic,2,1.0
Classical Deterministic,2,1.99
Classical Deterministic,2,1.99
Classical Deterministic,2,1.99
Classical Deterministic,2,1.99
Classical Deterministic,4,1.99
Classical Deterministic,4,1.99
Classical Deterministic,4,1.99
Classical Deterministic,4,1.99
Classical Deterministic,4,1.99
Classical Deterministic,4,1.99
Classical Deterministic,4,1.0
Classical Deterministic,4,1.99
Classical Deterministic,4,1.0
Classical Deterministic,4,1.0
Classical Deterministic,4,1.0
Classical Deterministic,4,1.0
Classical Deterministic,4,1.0
Classical Deterministic,4,1.99
Classical Deterministic,4,1.99
Classical Deterministic,4,1.99
Classical Deterministic,4,1.99
Classical Deterministic,4,1.99
Classical Deterministic,4,1.0
Classical Deterministic,4,1.99
Classical Deterministic,4,1.99
Classical Deterministic,4,1.0
Classical Deterministic,4,1.99
Classical Deterministic,4,1.0
Classical Deterministic,4,1.99
Classical Deterministic,4,1.99
Classical Deterministic,4,1.99
Classical Deterministic,4,1.99
Classical Deterministic,4,1.99
Classical Deterministic,4,1.99
Classical Deterministic,4,1.99
Classical Deterministic,4,1.0
Classical Deterministic,4,1.99
Classical Deterministic,4,1.99
Classical Deterministic,4,1.99
Classical Deterministic,4,1.99
Classical Deterministic,4,1.99
Classical Deterministic,4,1.99
Classical Deterministic,4,1.99
Classical Deterministic,4,1.99
Classical Deterministic,4,1.0
Classical Deterministic,4,1.99
Classical Deterministic,4,1.99
Classical Deterministic,4,1.99
Classical Deterministic,4,1.0
Classical Deterministic,4,1.99
Classical Deterministic,4,1.99
Classical Deterministic,4,1.99
Classical Deterministic,4,1.99
Classical Deterministic,4,1.99
Classical Deterministic,4,1.99
Classical Deterministic,4,1.99
Classical Deterministic,4,1.0
Classical Deterministic,4,1.99
Classical Deterministic,4,1.99
Classical Deterministic,4,1.99
Classical Deterministic,4,1.99
Classical Deterministic,4,1.99
Classical Deterministic,4,1.99
Classical Deterministic,4,1.99
Classical Deterministic,4,1.0
Classical Deterministic,4,1.99
Classical Deterministic,4,1.99
Classical Deterministic,4,1.99
Classical Deterministic,4,1.99
Classical Deterministic,4,1.99
Classical Deterministic,4,1.99
Classical Deterministic,4,1.99
Classical Deterministic,4,1.99
Classical Deterministic,4,1.0
Classical Deterministic,4,1.99
Classical Deterministic,4,1.99
Classical Deterministic,4,1.99
Classical Deterministic,4,1.0
Classical Deterministic,4,1.0
Classical Deterministic,4,1.99
