scenario_type,parameter,tv_distance,mean_cr,median_cr,std_cr,percentile_95,percentile_99,max_cr,failure_rate,expected_regret,t_star,se
Uniform Mixture,0.55,0.36231132024041074,1.6859933333333335,1.6666666666666667,0.46148913489069515,2.5,2.8333333333333335,3.9,0.2418,20.5798,201,0.004614891348906951
Uniform Mixture,0.6000000000000001,0.395248712989539,1.6863333333333332,1.6666666666666667,0.4633345576747735,2.5,2.8333333333333335,4.166666666666667,0.2455,20.59,201,0.004633345576747735
Uniform Mixture,0.65,0.4281861057386673,1.6897,1.6666666666666667,0.4628256183245694,2.5,2.8333333333333335,3.5,0.2475,20.691,201,0.0046282561832456945
Uniform Mixture,0.7000000000000001,0.4611234984877956,1.6883366666666668,1.6666666666666667,0.4617816484927092,2.5,2.8333333333333335,3.433333333333333,0.2397,20.6501,201,0.004617816484927092
Uniform Mixture,0.75,0.4940608912369236,1.6858800000000003,1.6666666666666667,0.4587208074515805,2.5,2.8333333333333335,3.5,0.237,20.5764,201,0.004587208074515805
Uniform Mixture,0.8,0.526998283986052,1.6834333333333331,1.6666666666666667,0.4565113449177157,2.466666666666667,2.8,3.466666666666667,0.2404,20.503,201,0.004565113449177157
Uniform Mixture,0.8500000000000001,0.5599356767351802,1.67625,1.6666666666666667,0.4604523442858751,2.466666666666667,2.8,3.5,0.2328,20.2875,201,0.0046045234428587515
Uniform Mixture,0.9,0.5928730694843085,1.684413333333333,1.6666666666666667,0.45947500330398766,2.466666666666667,2.8,3.6333333333333333,0.2439,20.5324,201,0.004594750033039876
Shape Mismatch,0.5,0.5530485217883843,1.685463333333333,1.6666666666666667,0.46254005434625,2.5,2.8,3.533333333333333,0.2465,20.5639,201,0.0046254005434625
Shape Mismatch,0.6666666666666666,0.5363390851301895,1.6891433333333334,1.6666666666666667,0.4651944587894925,2.5,2.8333333333333335,3.466666666666667,0.24,20.6743,201,0.004651944587894925
Shape Mismatch,0.8333333333333333,0.5290729185959105,1.6874533333333332,1.6666666666666667,0.4629655775317044,2.5,2.8333333333333335,3.5,0.2411,20.6236,201,0.004629655775317044
Shape Mismatch,1.0,0.5299750074628566,1.6856633333333335,1.6666666666666667,0.46556634766721033,2.5,2.8666666666666667,3.7,0.243,20.5699,201,0.004655663476672104
Shape Mismatch,1.1666666666666665,0.537567220772039,1.6888,1.6666666666666667,0.4633168146004563,2.5,2.8333333333333335,3.6666666666666665,0.244,20.664,201,0.0046331681460045635
Shape Mismatch,1.3333333333333333,0.5501965344376694,1.68228,1.6666666666666667,0.4587225496649259,2.466666666666667,2.8333333333333335,3.7333333333333334,0.2396,20.4684,201,0.004587225496649259
Shape Mismatch,1.5,0.566738015734537,1.6866533333333333,1.6666666666666667,0.45514896742401123,2.466666666666667,2.8003333333333402,3.466666666666667,0.2368,20.5996,201,0.004551489674240112
Shape Mismatch,1.6666666666666665,0.5856700400191591,1.6890066666666665,1.6666666666666667,0.46366580481356495,2.5,2.8,3.4,0.2427,20.6702,201,0.004636658048135649
Shape Mismatch,1.8333333333333333,0.6060156950034689,1.6915200000000001,1.6666666666666667,0.46184807262393207,2.5,2.8333333333333335,3.6,0.2409,20.7456,201,0.004618480726239321
Shape Mismatch,2.0,0.6269946039600073,1.6902866666666665,1.6666666666666667,0.4611097989780311,2.5,2.8333333333333335,3.9,0.2441,20.7086,201,0.004611097989780311
